0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.044798,0.009775,0.303110,0.034547,0.004879,0.227161,0.130408,0.049311,1.729632,0.261799,0.204179,-0.012672
-0.054972,-0.005850,0.300342,0.035127,0.006664,0.219291,0.124039,0.056629,1.729464,0.261799,0.204684,-0.012652
-0.058204,-0.008979,0.293010,0.039037,0.006088,0.208902,0.124309,0.056223,1.728906,0.261799,0.206467,-0.012590
-0.058998,-0.012830,0.264362,0.042695,0.009898,0.178446,0.131937,0.057765,1.728063,0.261799,0.208797,-0.012508
-0.058129,-0.007409,0.282133,0.038636,0.006069,0.197827,0.126489,0.054143,1.728137,0.261799,0.208500,-0.012517
-0.054823,-0.009917,0.299182,0.040107,0.008507,0.202334,0.129761,0.065421,1.728041,0.261657,0.208990,-0.012504
-0.061138,-0.011039,0.280789,0.037917,0.002887,0.195469,0.119580,0.059420,1.728433,0.261799,0.207692,-0.012543
-0.058894,-0.008529,0.283308,0.038178,0.002854,0.199148,0.118986,0.060684,1.728413,0.261799,0.207900,-0.012537
-0.062387,-0.010621,0.287754,0.039334,0.000780,0.201931,0.127166,0.049564,1.728603,0.261799,0.207121,-0.012561
-0.051000,-0.002865,0.320713,0.035233,0.010364,0.264366,0.130492,0.050748,1.728256,0.261799,0.207979,-0.012535
-0.053336,-0.006363,0.321263,0.035249,0.010467,0.262120,0.130326,0.051151,1.728197,0.261799,0.208212,-0.012528
-0.067255,0.048509,0.204788,0.037444,0.013764,0.288672,0.127649,0.029600,1.728805,0.261799,0.206126,-0.012601
-0.067217,0.048462,0.205085,0.037458,0.013746,0.288676,0.122198,0.038977,1.728798,0.261799,0.206146,-0.012600
-0.067191,0.048526,0.205772,0.044136,0.015793,0.289763,0.129328,0.028207,1.728791,0.261799,0.206159,-0.012600
-0.066846,0.048262,0.208802,0.037653,0.013780,0.288720,0.118608,0.043152,1.728790,0.261799,0.206160,-0.012600
-0.057910,-0.008700,0.322257,0.039116,0.012101,0.254785,0.135708,0.044968,1.728138,0.261799,0.208413,-0.012521
-0.068335,0.049420,0.194861,0.040086,0.014663,0.283935,0.129996,0.029089,1.728722,0.261799,0.206326,-0.012594
-0.068288,0.049410,0.195326,0.040127,0.014651,0.284385,0.130080,0.030388,1.728713,0.261799,0.206342,-0.012593
-0.078413,0.057703,0.124874,0.036252,0.026887,0.209842,0.103632,0.077644,1.682831,0.193125,0.183271,-0.012034
-0.066417,0.050313,0.220608,0.049801,0.067622,0.304047,0.103668,0.099396,1.808677,0.244654,0.198057,-0.017482
-0.040976,0.052416,0.315315,-0.055114,-0.025326,0.182560,0.082171,0.036151,1.753010,0.031051,0.197088,-0.013120
-0.026494,0.047596,0.118153,0.068610,0.075336,0.191700,0.127029,0.095788,1.686135,0.212028,0.240536,-0.018909
-0.064000,-0.013454,0.196752,0.035727,0.013739,0.106922,0.123769,0.082167,1.710470,0.217190,0.248927,-0.017317
-0.089563,-0.028175,0.044680,-0.013708,0.059160,0.142467,0.085682,0.038184,1.785782,0.233714,0.197364,-0.015655
-0.072121,0.037090,0.213303,0.038985,0.023171,0.287716,0.099959,0.041653,1.817913,0.052896,0.162098,-0.015926
-0.072476,0.061047,0.066887,0.038427,0.003833,0.136464,0.103900,0.088778,1.723690,0.247178,0.034171,-0.016908
-0.072441,0.048597,0.130357,0.038048,0.033926,0.222627,0.091106,0.081852,1.776002,0.235587,0.196711,-0.014628
-0.069029,0.055494,0.047395,0.040380,0.019131,0.122665,0.093709,0.111967,1.717435,0.243825,0.083264,-0.018941
-0.031065,0.198506,-0.025382,0.031395,0.042405,0.086447,0.092868,0.059706,1.728291,0.217313,0.205954,-0.015846
-0.045556,0.001046,0.338090,0.039156,0.007385,0.231824,0.116385,0.070266,1.718681,0.169930,0.136264,-0.016908
-0.048220,-0.012753,0.328246,0.041748,0.016919,0.275268,0.125827,0.060447,1.690143,0.221908,0.156520,-0.012910
-0.034981,-0.010812,0.433581,0.015281,-0.020596,0.385716,0.132926,0.059036,1.694417,0.216114,0.234641,-0.012354
-0.057909,-0.000156,0.273921,0.041138,0.005509,0.201277,0.112810,0.068571,1.732893,0.236753,0.110248,-0.018923
-0.046588,0.061598,0.111657,0.037079,0.022100,0.287622,0.111059,0.064485,1.693381,0.173838,0.148059,-0.019757
-0.073896,0.032297,0.123731,0.016210,0.028768,0.199758,0.090976,0.064971,1.719871,0.194437,0.148951,-0.017430
-0.107721,0.114825,-0.048665,0.037304,0.021894,0.067828,0.098950,0.086967,1.728355,0.239532,0.013364,-0.018360
-0.067481,0.034996,0.135843,0.033635,0.024563,0.239164,0.105882,0.078059,1.768301,0.225254,0.021675,-0.018357
-0.082925,-0.002005,0.173209,-0.003711,0.055907,0.291905,0.091144,0.062001,1.755674,0.038343,0.114264,-0.014448
-0.065986,0.049257,0.190760,0.036937,0.006896,0.296736,0.090987,0.061810,1.801874,0.070185,0.189206,-0.017206
-0.075709,0.012081,0.276299,0.023839,-0.015819,0.201573,0.101682,0.067279,1.714005,0.170905,0.105633,-0.015212
