-0.120000,0.032000,0.302000,0.005228
-0.120000,0.032000,0.309000,0.005235
-0.120000,0.040000,0.295000,0.005259
-0.120000,0.040000,0.302000,0.005265
-0.120000,0.040000,0.309000,0.005270
-0.120000,0.040000,0.316000,0.005274
-0.120000,0.048000,0.288000,0.005312
-0.120000,0.048000,0.295000,0.005313
-0.120000,0.048000,0.302000,0.005315
-0.120000,0.048000,0.309000,0.005315
-0.120000,0.048000,0.316000,0.005315
-0.120000,0.056000,0.295000,0.005380
-0.120000,0.056000,0.302000,0.005375
-0.120000,0.056000,0.309000,0.005369
-0.112000,0.000000,0.302000,0.005136
-0.112000,0.000000,0.309000,0.005136
-0.112000,0.000000,0.316000,0.005135
-0.112000,0.000000,0.323000,0.005134
-0.112000,0.008000,0.288000,0.005131
-0.112000,0.008000,0.295000,0.005135
-0.112000,0.008000,0.302000,0.005139
-0.112000,0.008000,0.309000,0.005143
-0.112000,0.008000,0.316000,0.005145
-0.112000,0.008000,0.323000,0.005145
-0.112000,0.008000,0.330000,0.005147
-0.112000,0.016000,0.267000,0.005127
-0.112000,0.016000,0.274000,0.005129
-0.112000,0.016000,0.281000,0.005132
-0.112000,0.016000,0.288000,0.005137
-0.112000,0.016000,0.295000,0.005144
-0.112000,0.016000,0.302000,0.005151
-0.112000,0.016000,0.309000,0.005157
-0.112000,0.016000,0.316000,0.005161
-0.112000,0.016000,0.323000,0.005162
-0.112000,0.016000,0.330000,0.005164
-0.112000,0.024000,0.246000,0.005146
-0.112000,0.024000,0.253000,0.005143
-0.112000,0.024000,0.260000,0.005142
-0.112000,0.024000,0.267000,0.005142
-0.112000,0.024000,0.274000,0.005144
-0.112000,0.024000,0.281000,0.005149
-0.112000,0.024000,0.288000,0.005155
-0.112000,0.024000,0.295000,0.005163
-0.112000,0.024000,0.302000,0.005171
-0.112000,0.024000,0.309000,0.005178
-0.112000,0.024000,0.316000,0.005183
-0.112000,0.024000,0.323000,0.005185
-0.112000,0.024000,0.330000,0.005187
-0.112000,0.024000,0.337000,0.005192
-0.112000,0.032000,0.225000,0.005200
-0.112000,0.032000,0.232000,0.005193
-0.112000,0.032000,0.239000,0.005187
-0.112000,0.032000,0.246000,0.005181
-0.112000,0.032000,0.253000,0.005176
-0.112000,0.032000,0.260000,0.005174
