-0.120000,0.008000,0.302000,0.005147
-0.120000,0.008000,0.309000,0.005145
-0.120000,0.008000,0.316000,0.005140
-0.120000,0.016000,0.295000,0.005153
-0.120000,0.016000,0.302000,0.005152
-0.120000,0.016000,0.309000,0.005150
-0.120000,0.016000,0.316000,0.005145
-0.120000,0.016000,0.323000,0.005139
-0.120000,0.024000,0.288000,0.005159
-0.120000,0.024000,0.295000,0.005159
-0.120000,0.024000,0.302000,0.005158
-0.120000,0.024000,0.309000,0.005155
-0.120000,0.024000,0.316000,0.005150
-0.120000,0.024000,0.323000,0.005142
-0.120000,0.032000,0.288000,0.005169
-0.120000,0.032000,0.295000,0.005168
-0.120000,0.032000,0.302000,0.005165
-0.120000,0.032000,0.309000,0.005161
-0.120000,0.032000,0.316000,0.005154
-0.120000,0.032000,0.323000,0.005145
-0.120000,0.040000,0.288000,0.005182
-0.120000,0.040000,0.295000,0.005178
-0.120000,0.040000,0.302000,0.005173
-0.120000,0.040000,0.309000,0.005167
-0.120000,0.040000,0.316000,0.005158
-0.120000,0.040000,0.323000,0.005147
-0.120000,0.048000,0.288000,0.005197
-0.120000,0.048000,0.295000,0.005189
-0.120000,0.048000,0.302000,0.005181
-0.120000,0.048000,0.309000,0.005172
-0.120000,0.048000,0.316000,0.005161
-0.120000,0.048000,0.323000,0.005148
-0.120000,0.056000,0.295000,0.005200
-0.120000,0.056000,0.302000,0.005188
-0.120000,0.056000,0.309000,0.005176
-0.120000,0.056000,0.316000,0.005163
-0.120000,0.056000,0.323000,0.005149
-0.120000,0.064000,0.295000,0.005212
-0.120000,0.064000,0.302000,0.005196
-0.120000,0.064000,0.309000,0.005181
-0.120000,0.064000,0.316000,0.005166
-0.120000,0.064000,0.323000,0.005150
-0.120000,0.072000,0.309000,0.005187
-0.120000,0.072000,0.316000,0.005170
-0.120000,0.072000,0.323000,0.005154
-0.112000,-0.016000,0.309000,0.005097
-0.112000,-0.016000,0.316000,0.005094
-0.112000,-0.008000,0.295000,0.005104
-0.112000,-0.008000,0.302000,0.005102
-0.112000,-0.008000,0.309000,0.005100
-0.112000,-0.008000,0.316000,0.005097
-0.112000,-0.008000,0.323000,0.005096
-0.112000,0.000000,0.281000,0.005108
-0.112000,0.000000,0.288000,0.005108
-0.112000,0.000000,0.295000,0.005108
-0.112000,0.000000,0.302000,0.005108
-0.112000,0.000000,0.309000,0.005106
-0.112000,0.000000,0.316000,0.005103
-0.112000,0.000000,0.323000,0.005099
-0.112000,0.000000,0.330000,0.005098
-0.112000,0.008000,0.274000,0.005111
-0.112000,0.008000,0.281000,0.005111
-0.112000,0.008000,0.288000,0.005113
-0.112000,0.008000,0.295000,0.005114
-0.112000,0.008000,0.302000,0.005115
-0.112000,0.008000,0.323000,0.005106
-0.112000,0.008000,0.330000,0.005102
-0.112000,0.016000,0.260000,0.005118
-0.112000,0.016000,0.267000,0.005117
-0.112000,0.016000,0.274000,0.005117
-0.112000,0.016000,0.281000,0.005118
-0.112000,0.016000,0.288000,0.005120
-0.112000,0.016000,0.323000,0.005112
-0.112000,0.016000,0.330000,0.005106
-0.112000,0.024000,0.253000,0.005134
-0.112000,0.024000,0.260000,0.005131
-0.112000,0.024000,0.267000,0.005129
-0.112000,0.024000,0.274000,0.005128
-0.112000,0.024000,0.281000,0.005128
-0.112000,0.024000,0.330000,0.005110
-0.112000,0.024000,0.337000,0.005106
-0.112000,0.032000,0.246000,0.005165
-0.112000,0.032000,0.253000,0.005157
-0.112000,0.032000,0.260000,0.005151
-0.112000,0.032000,0.267000,0.005147
-0.112000,0.032000,0.274000,0.005144
-0.112000,0.032000,0.281000,0.005143
-0.112000,0.032000,0.330000,0.005114
-0.112000,0.032000,0.337000,0.005107
-0.112000,0.040000,0.239000,0.005217
-0.112000,0.040000,0.246000,0.005203
-0.112000,0.040000,0.253000,0.005191
-0.112000,0.040000,0.260000,0.005180
-0.112000,0.040000,0.267000,0.005172
-0.112000,0.040000,0.274000,0.005165
-0.112000,0.040000,0.281000,0.005161
-0.112000,0.040000,0.330000,0.005115
-0.112000,0.040000,0.337000,0.005107
-0.112000,0.048000,0.246000,0.005254
-0.112000,0.048000,0.253000,0.005236
-0.112000,0.048000,0.260000,0.005219
-0.112000,0.048000,0.267000,0.005204
-0.112000,0.048000,0.274000,0.005192
-0.112000,0.048000,0.281000,0.005181
-0.112000,0.048000,0.330000,0.005116
-0.112000,0.048000,0.337000,0.005106
-0.112000,0.056000,0.253000,0.005288
-0.112000,0.056000,0.260000,0.005263
-0.112000,0.056000,0.267000,0.005241
-0.112000,0.056000,0.274000,0.005220
-0.112000,0.056000,0.281000,0.005202
-0.112000,0.056000,0.330000,0.005114
-0.112000,0.056000,0.337000,0.005104
-0.112000,0.064000,0.267000,0.005279
-0.112000,0.064000,0.274000,0.005250
-0.112000,0.064000,0.281000,0.005223
-0.112000,0.064000,0.288000,0.005201
-0.112000,0.064000,0.330000,0.005112
-0.112000,0.064000,0.337000,0.005102
-0.112000,0.072000,0.274000,0.005280
-0.112000,0.072000,0.281000,0.005245
-0.112000,0.072000,0.288000,0.005215
-0.112000,0.072000,0.295000,0.005191
-0.112000,0.072000,0.330000,0.005111
-0.112000,0.072000,0.337000,0.005101
-0.112000,0.080000,0.281000,0.005270
-0.112000,0.080000,0.288000,0.005232
-0.112000,0.080000,0.295000,0.005203
-0.112000,0.080000,0.302000,0.005180
-0.112000,0.080000,0.309000,0.005161
-0.112000,0.080000,0.316000,0.005144
-0.112000,0.080000,0.323000,0.005128
-0.112000,0.080000,0.330000,0.005113
-0.112000,0.080000,0.337000,0.005102
-0.112000,0.088000,0.295000,0.005222
-0.112000,0.088000,0.302000,0.005194
-0.112000,0.088000,0.309000,0.005172
-0.112000,0.088000,0.316000,0.005153
-0.112000,0.088000,0.323000,0.005135
-0.112000,0.088000,0.330000,0.005119
-0.112000,0.088000,0.337000,0.005107
-0.112000,0.096000,0.302000,0.005218
-0.112000,0.096000,0.309000,0.005192
-0.112000,0.096000,0.316000,0.005170
-0.112000,0.096000,0.323000,0.005149
-0.112000,0.096000,0.330000,0.005131
-0.104000,-0.024000,0.302000,0.005078
-0.104000,-0.024000,0.309000,0.005074
-0.104000,-0.024000,0.316000,0.005072
-0.104000,-0.024000,0.323000,0.005075
-0.104000,-0.016000,0.288000,0.005081
-0.104000,-0.016000,0.295000,0.005079
-0.104000,-0.016000,0.302000,0.005076
-0.104000,-0.016000,0.309000,0.005074
-0.104000,-0.016000,0.316000,0.005073
-0.104000,-0.016000,0.323000,0.005074
-0.104000,-0.016000,0.330000,0.005078
-0.104000,-0.008000,0.267000,0.005085
-0.104000,-0.008000,0.274000,0.005083
-0.104000,-0.008000,0.281000,0.005082
-0.104000,-0.008000,0.288000,0.005081
-0.104000,-0.008000,0.295000,0.005082
-0.104000,-0.008000,0.330000,0.005078
-0.104000,-0.008000,0.337000,0.005084
-0.104000,0.000000,0.246000,0.005088
-0.104000,0.000000,0.253000,0.005087
-0.104000,0.000000,0.260000,0.005085
-0.104000,0.000000,0.267000,0.005085
-0.104000,0.000000,0.274000,0.005085
-0.104000,0.000000,0.281000,0.005086
-0.104000,0.000000,0.337000,0.005084
-0.104000,0.008000,0.190000,0.005105
-0.104000,0.008000,0.197000,0.005102
-0.104000,0.008000,0.204000,0.005100
-0.104000,0.008000,0.211000,0.005098
-0.104000,0.008000,0.218000,0.005097
-0.104000,0.008000,0.225000,0.005095
-0.104000,0.008000,0.232000,0.005095
-0.104000,0.008000,0.239000,0.005094
-0.104000,0.008000,0.246000,0.005093
-0.104000,0.008000,0.253000,0.005092
-0.104000,0.008000,0.260000,0.005092
-0.104000,0.008000,0.267000,0.005092
-0.104000,0.008000,0.337000,0.005088
