0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.004531,-0.451824,0.022995,0.037268,-0.501771,0.120651,0.000000,0.003531,-0.147289
-0.000673,-0.553963,-0.089581,0.035819,-0.551177,0.040697,0.000000,0.003652,-0.147711
-0.000344,-0.552372,-0.231190,0.035317,-0.566940,0.100702,0.000000,-0.058419,-0.105983
-0.000417,-0.538873,-0.380597,0.037878,-0.539746,0.110707,0.000000,-0.095085,-0.002190
-0.000872,-0.519469,-0.298298,0.035801,-0.566782,0.170672,0.000000,-0.072447,-0.061739
0.171579,-0.625153,-0.224892,0.190858,-0.559707,-0.008154,0.000000,0.030946,-0.117821
-0.000207,-0.547685,-0.359555,0.034893,-0.612848,0.110704,0.000000,-0.070962,-0.074868
-0.000609,-0.530162,-0.305914,0.034415,-0.620339,0.100682,0.000000,-0.063505,-0.103451
-0.000075,-0.563690,-0.312355,0.041475,-0.534842,0.170721,0.000000,-0.115260,-0.005121
0.000835,-0.525529,0.140005,0.035292,-0.541765,0.210840,0.000000,0.004458,-0.149130
0.000324,-0.550194,0.110005,0.034585,-0.544993,0.210844,0.000000,0.003284,-0.150716
0.000000,-0.771802,-0.410633,0.352209,-0.370911,0.136067,0.000000,-0.050474,0.073717
0.000000,-0.772593,-0.413657,0.321085,-0.441464,0.068600,0.000000,-0.049635,0.073114
0.000000,-0.759244,-0.416906,0.351485,-0.353521,0.131712,0.000000,-0.095686,0.000067
0.000000,-0.758812,-0.417607,0.298947,-0.471659,0.015357,0.000000,-0.043652,0.069955
0.000011,-0.595120,0.060003,0.039451,-0.496772,0.250893,0.000000,-0.064615,-0.071517
0.000000,-0.772868,-0.403956,0.371218,-0.357548,0.129299,0.000000,-0.042266,-0.102374
0.000000,-0.768614,-0.406071,0.366113,-0.369278,0.135135,0.000000,-0.040401,-0.105961
-0.000061,-1.001776,-0.336278,0.240765,-0.751729,-0.112150,0.000000,0.176504,0.090454
0.000000,-1.060121,-0.155737,0.091151,-0.594552,-0.676840,0.000000,0.389346,0.300205
0.769907,-1.029375,0.024496,0.793435,-0.601476,0.110450,0.000000,-0.151726,0.131724
-0.003541,-1.042823,0.299812,0.092600,-0.744455,0.243898,0.000000,0.390082,0.300590
0.002655,-0.712816,-0.229343,0.024878,-0.738120,0.200816,0.000000,0.093732,-0.019710
0.000000,-1.120437,0.821135,0.084905,-0.586683,0.275083,0.000000,-0.057604,-0.176949
-0.019990,-0.965058,0.343391,0.103516,-0.578056,0.209392,0.000000,-0.113738,0.029554
0.000000,-0.944651,-0.202684,0.019933,-0.830992,-0.007897,0.000000,0.128293,0.039561
-0.008262,-0.926604,-0.607154,0.014524,-0.958314,0.299719,0.000000,0.093750,0.000707
0.000000,-0.956307,-0.274013,0.018714,-0.990016,0.069966,0.000000,0.300099,0.210201
-0.374508,-3.450874,3.225589,0.066951,-0.786497,0.254018,0.000000,0.023633,-0.101640
0.542755,-0.774622,0.240341,0.522391,-0.458361,-0.608503,0.000000,0.006561,-0.130675
0.000016,-0.654344,0.050003,0.063048,-0.396087,-0.425370,0.000000,0.090803,-0.005752
0.000000,-0.637691,0.300236,0.028257,-0.516588,0.000807,0.000000,0.386672,0.299289
-0.000997,-0.654833,0.056344,0.039413,-0.657609,-0.034062,0.000000,0.006603,-0.078639
0.832819,-1.307345,0.079308,0.858907,-0.667489,0.000967,0.000000,0.170516,0.080344
-0.022929,-0.973956,0.286702,0.155056,-0.813052,0.207805,0.000000,0.193396,0.076091
0.270581,-1.104857,-1.188299,0.394624,-0.688118,-0.539763,0.000000,0.126881,0.038138
0.528909,-0.835384,-0.177030,0.548733,-0.760538,0.299967,0.000000,-0.099290,0.048395
0.424787,-1.277137,-0.016515,0.441049,-0.762624,0.004491,0.000000,0.287768,0.200104
0.350992,-1.222908,-0.127889,0.389443,-0.760947,0.039967,0.000000,0.189203,0.100140
0.000000,-0.759755,-0.127490,0.017503,-0.779363,0.200940,0.000000,0.094784,-0.020706
0.000000,-0.696823,-1.904800,0.057842,-0.868992,-0.410822,0.000000,0.277687,0.190000
-0.000000,-0.656025,0.300006,0.029717,-0.389558,0.131192,0.000000,-0.048658,-0.154742
0.195903,-1.201778,0.289091,0.255510,-0.723476,0.033516,0.000000,0.389706,0.300183
-0.000948,-0.617002,-0.037778,0.025541,-0.761278,0.000195,0.000000,0.080911,-0.026826
-0.000379,-0.546014,0.300006,0.030172,-0.752033,0.300884,0.000000,0.029974,-0.176744
-0.001170,-0.673982,-0.156115,0.067688,-0.612956,0.195654,0.000000,0.041716,-0.086195
-0.000000,-0.568198,0.300172,0.031683,-0.815166,0.301134,0.000000,0.388860,0.299710
0.212820,-0.975718,0.161461,0.357453,-0.508091,0.027073,0.000000,0.110335,0.006003
0.437331,-0.764294,0.749133,0.459063,-0.717359,0.299512,0.000000,-0.134560,-0.000860
0.000000,-0.677431,0.300007,0.022238,-0.766110,0.300488,0.000000,0.387555,0.299841
0.407220,-1.188169,0.082252,0.432416,-0.604279,0.015879,0.000000,-0.140853,0.000050
0.742446,-1.077141,0.003006,0.772084,-0.755298,0.299924,0.000000,-0.110222,0.325643
0.361350,-1.035492,0.642098,0.419105,-0.438820,0.151245,0.000000,0.075905,0.005350
-0.000000,-1.272135,0.107993,0.042117,-0.638354,0.270650,0.000000,0.229359,0.330487
-0.000612,-0.675884,0.060002,0.033644,-0.721922,0.299775,0.000000,0.146013,0.263964
0.814062,-1.172789,-0.569842,0.830212,-0.573913,0.095299,0.000000,-0.055295,-0.100551
-0.060916,-0.566368,0.257847,-0.000000,-0.692276,0.299964,0.000000,-0.053244,-0.148739
-0.000089,-0.748877,0.160002,0.020204,-0.833562,0.300856,0.000000,-0.084214,-0.003191
-0.073811,-0.591379,0.193911,0.024658,-0.647999,0.250802,0.000000,0.178265,0.089509
0.483080,-1.327181,0.000002,0.497275,-0.929809,0.000383,0.000000,0.316130,0.229815
0.000000,-0.745572,-0.313442,0.051188,-0.712839,0.097665,0.000000,0.209256,0.119825
