0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.020147,-0.171788,0.272573,0.067866,0.756164,0.642939,-0.101189
0.030245,-0.170860,0.264757,0.047566,0.757659,0.640002,-0.118694
0.020006,-0.173347,0.255942,0.067877,0.755934,0.642993,-0.102551
0.034942,-0.170479,0.225594,0.043454,0.757465,0.639394,-0.124634
0.013467,-0.174962,0.245301,0.080451,0.754456,0.644724,-0.093031
0.040793,-0.172228,0.247312,0.045841,0.757319,0.639769,-0.122726
0.006471,-0.175933,0.242783,0.093233,0.753077,0.646160,-0.081609
0.010677,-0.175329,0.246226,0.085288,0.754012,0.645253,-0.088548
0.001402,-0.176149,0.249795,0.100926,0.752139,0.646937,-0.074659
0.044264,-0.166711,0.309626,0.019264,0.758526,0.635134,-0.144470
0.045134,-0.166613,0.307432,0.017093,0.758560,0.634707,-0.146430
0.041171,0.179640,0.249824,-0.135792,-0.636840,0.758417,-0.028272
0.040604,0.179791,0.250135,-0.134632,-0.637089,0.758361,-0.029668
0.042765,0.180045,0.250658,-0.138454,-0.636272,0.758523,-0.025124
0.041952,0.180056,0.253572,-0.137222,-0.636539,0.758473,-0.026592
0.035982,-0.168722,0.301704,0.036330,0.757863,0.638215,-0.130404
0.043411,0.180467,0.240326,-0.138135,-0.636367,0.758485,-0.025623
0.043761,0.180775,0.240741,-0.138497,-0.636292,0.758496,-0.025202
0.010057,0.202513,0.179543,-0.011802,-0.667083,0.731880,-0.138609
0.016409,0.227730,0.271859,0.025894,-0.620497,0.749138,-0.230446
-0.179477,0.063609,0.229520,0.680244,0.357530,0.405682,0.494835
0.029048,0.236722,0.179013,0.036005,-0.665170,0.708199,-0.233894
0.051292,-0.165618,0.146318,0.051148,0.751903,0.642669,-0.137849
-0.182662,0.076916,0.087126,-0.310386,0.547626,-0.561322,0.537293
0.004982,0.167559,0.243064,-0.050893,-0.612598,0.785379,-0.072894
0.070047,0.172256,0.099226,-0.094950,-0.645871,0.755440,0.056088
-0.009683,0.197752,0.174007,-0.005267,-0.633168,0.752372,-0.181676
0.056111,0.201219,0.088389,-0.022456,-0.654675,0.752873,-0.063859
-0.041464,0.189928,0.044358,0.030426,-0.649997,0.728278,-0.214916
0.021164,-0.164141,0.272458,0.044521,0.755401,0.650312,-0.066946
0.058447,-0.167096,0.310498,0.010246,0.746972,0.655285,-0.111938
0.015373,-0.186820,0.399936,0.145386,0.734222,0.661725,-0.043601
0.014394,-0.170415,0.244220,0.063863,0.757868,0.647923,-0.041860
0.015746,0.191905,0.257570,-0.011763,-0.663057,0.739889,-0.113055
-0.054365,0.190796,0.163195,0.085174,-0.647984,0.721108,-0.229924
0.023335,0.192611,0.029859,-0.002155,-0.650985,0.758223,-0.036217
-0.007896,0.182391,0.194526,-0.003569,-0.635889,0.770350,-0.046841
-0.180425,0.105759,0.249412,-0.386438,0.508743,-0.551739,0.536125
0.051695,0.164668,0.270698,-0.096863,-0.613503,0.782784,-0.038475
-0.111255,-0.151469,0.241936,0.306667,0.690127,0.628501,0.186188
0.022116,0.214419,0.056941,-0.012542,-0.678473,0.718948,-0.150437
-0.020757,-0.166048,0.374387,0.087879,0.768280,0.632588,-0.043075
0.001498,0.189330,0.296129,0.032622,-0.629257,0.757756,-0.169639
-0.020667,-0.179551,0.250961,0.135182,0.730783,0.668023,0.037796
-0.137666,-0.118573,0.298108,0.359950,0.683993,0.598394,0.210986
-0.004550,-0.161704,0.256503,0.103248,0.755186,0.646988,-0.020973
-0.049770,-0.177622,0.387585,0.267730,0.710911,0.639759,0.116765
-0.113486,0.165525,0.274385,0.197322,-0.590444,0.706273,-0.337073
-0.146385,0.120026,0.291954,0.239354,-0.556164,0.701982,-0.374982
-0.081216,-0.159395,0.422433,0.275298,0.723399,0.614839,0.151257
-0.080906,0.171171,0.254689,0.112335,-0.650498,0.705172,-0.258779
-0.194638,0.061905,0.180948,0.690114,0.342025,0.417097,0.482484
-0.168553,0.097625,0.226528,-0.300099,0.505595,-0.629349,0.508168
-0.143909,0.125620,0.273705,0.729641,0.163711,0.287180,0.598624
-0.188315,-0.074728,0.073474,-0.546882,0.349140,-0.261766,0.714493
-0.055519,0.181247,0.226516,0.049615,-0.652963,0.731065,-0.191629
-0.172959,0.109888,0.225855,-0.286757,0.614792,-0.587542,0.441130
-0.001621,-0.168670,0.238209,0.091333,0.753923,0.649628,-0.035235
-0.198071,-0.047011,0.210618,0.589885,0.487115,0.533839,0.360236
-0.190491,0.089308,0.200528,0.761294,0.197378,0.266500,0.557182
-0.010202,-0.165338,0.345282,0.195230,0.761474,0.616883,0.038702
