0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.044798,0.009775,0.303110,0.034547,0.004879,0.227161,-0.063369,-0.001563,0.239029,1.729632,0.261799,0.204179,-0.012672
-0.054972,-0.005850,0.300342,0.035127,0.006664,0.219291,-0.068764,-0.012264,0.233798,1.729464,0.261799,0.204684,-0.012652
-0.058204,-0.008979,0.293010,0.039037,0.006088,0.208902,-0.070241,-0.009491,0.225113,1.728906,0.261799,0.206467,-0.012590
-0.058998,-0.012830,0.264362,0.042695,0.009898,0.178446,-0.068559,-0.005640,0.194169,1.728063,0.261799,0.208797,-0.012508
-0.058129,-0.007409,0.282133,0.038636,0.006069,0.197827,-0.069622,-0.006138,0.213966,1.728137,0.261799,0.208500,-0.012517
-0.054823,-0.009917,0.299182,0.040107,0.008507,0.202334,-0.071887,-0.011485,0.208191,1.728041,0.261657,0.208990,-0.012504
-0.061138,-0.011039,0.280789,0.037917,0.002887,0.195469,-0.075865,-0.011020,0.213524,1.728433,0.261799,0.207692,-0.012543
-0.058894,-0.008529,0.283308,0.038178,0.002854,0.199148,-0.076368,-0.012777,0.217352,1.728413,0.261799,0.207900,-0.012537
-0.062387,-0.010621,0.287754,0.039334,0.000780,0.201931,-0.067764,-0.002599,0.216971,1.728603,0.261799,0.207121,-0.012561
-0.051000,-0.002865,0.320713,0.035233,0.010364,0.264366,-0.062337,-0.008984,0.276920,1.728256,0.261799,0.207979,-0.012535
-0.053336,-0.006363,0.321263,0.035249,0.010467,0.262120,-0.062747,-0.009739,0.274893,1.728197,0.261799,0.208212,-0.012528
-0.067255,0.048509,0.204788,0.037444,0.013764,0.288672,-0.042349,0.020858,0.295278,1.728805,0.261799,0.206126,-0.012601
-0.067217,0.048462,0.205085,0.037458,0.013746,0.288676,-0.050922,0.027611,0.294591,1.728798,0.261799,0.206146,-0.012600
-0.067191,0.048526,0.205772,0.044136,0.015793,0.289763,-0.040923,0.020039,0.296190,1.728791,0.261799,0.206159,-0.012600
-0.066846,0.048262,0.208802,0.037653,0.013780,0.288720,-0.054285,0.032758,0.296875,1.728790,0.261799,0.206160,-0.012600
-0.057910,-0.008700,0.322257,0.039116,0.012101,0.254785,-0.058682,-0.000642,0.266895,1.728138,0.261799,0.208413,-0.012521
-0.068335,0.049420,0.194861,0.040086,0.014663,0.283935,-0.041255,0.020003,0.286601,1.728722,0.261799,0.206326,-0.012594
-0.068288,0.049410,0.195326,0.040127,0.014651,0.284385,-0.042421,0.020569,0.287043,1.728713,0.261799,0.206342,-0.012593
-0.078413,0.057703,0.124874,0.036252,0.026887,0.209842,-0.066310,0.038703,0.215994,1.682831,0.193125,0.183271,-0.012034
-0.066417,0.050313,0.220608,0.049801,0.067622,0.304047,-0.049639,0.047587,0.306176,1.808677,0.244654,0.198057,-0.017482
-0.040976,0.052416,0.315315,-0.055114,-0.025326,0.182560,-0.054355,0.060292,0.143228,1.753010,0.031051,0.197088,-0.013120
-0.026494,0.047596,0.118153,0.068610,0.075336,0.191700,-0.017279,0.031335,0.195135,1.686135,0.212028,0.240536,-0.018909
-0.064000,-0.013454,0.196752,0.035727,0.013739,0.106922,-0.075920,-0.011282,0.127901,1.710470,0.217190,0.248927,-0.017317
-0.089563,-0.028175,0.044680,-0.013708,0.059160,0.142467,-0.078371,-0.019961,0.129412,1.785782,0.233714,0.197364,-0.015655
-0.072121,0.037090,0.213303,0.038985,0.023171,0.287716,-0.057798,0.027028,0.293556,1.817913,0.052896,0.162098,-0.015926
-0.072476,0.061047,0.066887,0.038427,0.003833,0.136464,-0.068859,0.051699,0.137155,1.723690,0.247178,0.034171,-0.016908
-0.072441,0.048597,0.130357,0.038048,0.033926,0.222627,-0.079269,0.041004,0.199103,1.776002,0.235587,0.196711,-0.014628
-0.069029,0.055494,0.047395,0.040380,0.019131,0.122665,-0.069639,0.055529,0.116513,1.717435,0.243825,0.083264,-0.018941
-0.031065,0.198506,-0.025382,0.031395,0.042405,0.086447,-0.075433,0.031660,0.071442,1.728291,0.217313,0.205954,-0.015846
-0.045556,0.001046,0.338090,0.039156,0.007385,0.231824,-0.071161,-0.014697,0.184663,1.718681,0.169930,0.136264,-0.016908
-0.048220,-0.012753,0.328246,0.041748,0.016919,0.275268,-0.049896,-0.010509,0.279540,1.690143,0.221908,0.156520,-0.012910
-0.034981,-0.010812,0.433581,0.015281,-0.020596,0.385716,-0.048239,-0.000237,0.354148,1.694417,0.216114,0.234641,-0.012354
-0.057909,-0.000156,0.273921,0.041138,0.005509,0.201277,-0.072785,-0.011578,0.207735,1.732893,0.236753,0.110248,-0.018923
-0.046588,0.061598,0.111657,0.037079,0.022100,0.287622,-0.044351,0.031923,0.337938,1.693381,0.173838,0.148059,-0.019757
-0.073896,0.032297,0.123731,0.016210,0.028768,0.199758,-0.076754,0.030905,0.199496,1.719871,0.194437,0.148951,-0.017430
-0.107721,0.114825,-0.048665,0.037304,0.021894,0.067828,-0.076131,0.050467,0.102191,1.728355,0.239532,0.013364,-0.018360
-0.067481,0.034996,0.135843,0.033635,0.024563,0.239164,-0.090530,0.039506,0.290566,1.768301,0.225254,0.021675,-0.018357
-0.082925,-0.002005,0.173209,-0.003711,0.055907,0.291905,-0.065010,0.002239,0.313658,1.755674,0.038343,0.114264,-0.014448
-0.065986,0.049257,0.190760,0.036937,0.006896,0.296736,-0.049484,0.045964,0.330114,1.801874,0.070185,0.189206,-0.017206
-0.075709,0.012081,0.276299,0.023839,-0.015819,0.201573,-0.083502,0.017562,0.209250,1.714005,0.170905,0.105633,-0.015212
-0.062940,0.130938,-0.003490,0.034760,0.032094,0.077957,-0.081020,0.057230,0.066600,1.652401,0.247259,0.204739,-0.014293
-0.091675,0.005206,0.389867,0.022883,0.009229,0.320437,-0.067507,0.005884,0.319393,1.770878,0.167879,0.148006,-0.011899
-0.062826,0.034823,0.239360,0.012956,0.018147,0.313826,-0.046351,0.031407,0.349241,1.778945,0.082664,0.151006,-0.018179
-0.057048,0.004877,0.287673,0.037444,-0.004131,0.218420,-0.081480,-0.010495,0.203588,1.678820,0.243469,0.100258,-0.019162
-0.053797,0.025969,0.316956,0.016374,-0.015432,0.245989,-0.097604,0.055289,0.247412,1.767263,0.062826,0.132952,-0.013285
-0.059376,-0.002323,0.288889,0.032730,0.005894,0.213645,-0.062815,0.004135,0.217121,1.734026,0.083953,0.154472,-0.018668
-0.020447,0.005519,0.407424,0.010106,-0.001252,0.351564,-0.058516,0.008869,0.334241,1.726041,0.078302,0.167405,-0.016545
-0.077973,0.012755,0.231822,0.019902,0.044340,0.305795,-0.059551,0.017377,0.336839,1.800567,0.159020,0.085742,-0.014624
-0.065573,-0.008663,0.259340,0.005208,0.049053,0.327393,-0.096464,-0.035380,0.389991,1.846516,0.200558,0.027903,-0.019831
-0.055964,0.024381,0.433434,-0.002488,0.009010,0.373970,-0.081408,0.018225,0.369930,1.770795,0.069420,0.108358,-0.014042
-0.090528,0.034139,0.173523,0.036162,0.044570,0.286731,-0.071324,0.018484,0.307539,1.700716,0.129646,0.163822,-0.019321
-0.055677,0.051822,0.271156,-0.064470,-0.019687,0.133732,-0.029700,0.094592,0.087674,1.763561,0.231152,0.208026,-0.012151
-0.068601,-0.010011,0.183545,0.001427,0.051228,0.279321,-0.057395,-0.001411,0.300043,1.885740,0.085589,0.115757,-0.011738
0.021536,0.125661,0.325800,-0.049567,0.017204,0.246472,0.017106,0.045033,0.247263,1.689669,0.063468,0.219011,-0.016868
-0.029412,-0.031473,0.038138,-0.065233,0.017615,0.109421,-0.007206,-0.060588,0.112658,1.733994,0.234117,0.178830,-0.014407
-0.075941,0.053689,0.111341,0.027236,0.035077,0.267334,-0.060586,0.023443,0.315579,1.716395,0.194279,0.152214,-0.016929
-0.067314,-0.000772,0.181508,0.004170,0.053666,0.259008,-0.078763,-0.047951,0.252172,1.652767,0.236271,0.188357,-0.014976
-0.068399,-0.002578,0.272315,0.040996,0.003263,0.194105,-0.100565,-0.018003,0.199658,1.726983,0.163296,0.149147,-0.012992
-0.047371,0.015844,0.241760,-0.019965,-0.024818,0.169086,-0.064990,0.035158,0.181886,1.746979,0.234129,0.245639,-0.015400
-0.053004,0.053969,0.281750,-0.075185,-0.013582,0.155690,-0.050571,0.065674,0.110268,1.810241,0.030610,0.184986,-0.011321
-0.048841,0.003045,0.348508,0.035625,0.005478,0.292166,-0.051078,0.009726,0.299530,1.809168,0.041601,0.178217,-0.017308
